Place,StateCode,Physicians,HealthCosts,WaterQuality,AirQuality
shoreview,mn,279,87.8,1.0,44.0
shorewood,mn,339,87.4,27.0,63.0
silver_bay,mn,104,88.3,73.0,85.0
silver_creek,mn,66,88.2,33.0,76.0
silver_lake,mn,139,87.1,13.0,83.0
skyline,mn,231,87.7,20.0,66.0
slayton,mn,48,86.4,40.0,91.0
sleepy_eye,mn,178,86.8,20.0,82.0
sobieski,mn,98,86.9,73.0,88.0
solway,mn,164,82.7,60.0,87.0
soudan,mn,329,87.6,66.0,91.0
south_haven,mn,66,88.2,33.0,82.0
south_st._paul,mn,132,85.8,5.0,45.0
spicer,mn,226,87.5,30.0,88.0
spring_grove,mn,85,87.8,45.0,87.0
spring_hill,mn,273,87.0,44.0,89.0
spring_lake_park,mn,113,85.5,45.0,28.0
spring_park,mn,339,87.4,27.0,67.0
spring_valley,mn,43,86.3,40.0,85.0
springfield,mn,178,86.8,20.0,90.0
squaw_lake,mn,141,86.3,67.0,92.0
st._anthony_(hennepin_cnty),mn,339,87.4,27.0,30.0
st._augusta,mn,273,87.0,44.0,77.0
st._bonifacius,mn,339,87.4,27.0,75.0
st._charles,mn,112,86.2,27.0,84.0
st._clair,mn,231,87.7,20.0,85.0
st._cloud,mn,273,87.0,44.0,52.0
st._francis,mn,113,85.5,45.0,67.0
st._hilaire,mn,162,86.6,60.0,92.0
st._james,mn,82,86.5,20.0,79.0
st._joseph,mn,273,87.0,44.0,77.0
st._leo,mn,101,88.0,30.0,92.0
st._louis_park,mn,339,87.4,27.0,28.0
st._martin,mn,273,87.0,44.0,86.0
st._marys_point,mn,218,85.2,20.0,64.0
st._michael,mn,66,88.2,33.0,64.0
st._paul,mn,279,87.8,1.0,31.0
st._paul_park,mn,218,85.2,20.0,53.0
st._peter,mn,150,85.5,13.0,68.0
st._rosa,mn,273,87.0,44.0,88.0
st._stephen,mn,273,87.0,44.0,82.0
st._vincent,mn,0,86.9,33.0,93.0
stacy,mn,76,86.5,60.0,74.0
stanchfield,mn,99,86.4,60.0,80.0
starbuck,mn,100,87.1,33.0,90.0
steen,mn,104,85.6,57.0,89.0
stephen,mn,11,86.7,47.0,93.0
stewart,mn,139,87.1,13.0,87.0
stewartville,mn,"1,194",84.2,20.0,72.0
stillwater,mn,218,85.2,20.0,58.0
stockton,mn,112,86.2,27.0,83.0
storden,mn,69,87.2,20.0,92.0
strandquist,mn,11,86.7,47.0,93.0
strathcona,mn,70,86.7,30.0,93.0
sturgeon_lake,mn,34,86.8,68.0,87.0
sunburg,mn,226,87.5,30.0,89.0
sunfish_lake,mn,132,85.8,5.0,50.0
swanville,mn,98,86.9,73.0,88.0
taconite,mn,141,86.3,67.0,88.0
tamarack,mn,89,82.7,66.0,90.0
taopi,mn,115,84.8,60.0,87.0
taunton,mn,105,85.9,20.0,91.0
taylors_falls,mn,76,86.5,60.0,80.0
tenstrike,mn,164,82.7,60.0,89.0
the_lakes,mn,48,86.4,40.0,92.0
the_ranch,mn,?,?,?,?
thief_river_falls,mn,162,86.6,60.0,79.0
tintah,mn,29,86.4,33.0,92.0
tonka_bay,mn,339,87.4,27.0,61.0
tower,mn,329,87.6,66.0,91.0
tracy,mn,105,85.9,20.0,86.0
trail,mn,67,85.5,54.0,92.0
trimont,mn,190,87.4,20.0,90.0
trommald,mn,229,83.6,76.0,81.0
trosky,mn,65,85.2,40.0,91.0
truman,mn,190,87.4,20.0,90.0
turtle_river,mn,164,82.7,60.0,89.0
twin_lakes_cdp,mn,55,86.3,58.0,93.0
twin_valley,mn,15,86.3,50.0,92.0
two_harbors,mn,104,88.3,73.0,68.0
tyler,mn,121,86.3,20.0,92.0
ulen,mn,170,86.3,47.0,90.0
underwood,mn,109,85.0,51.0,90.0
upsala,mn,98,86.9,73.0,88.0
urbank,mn,109,85.0,51.0,91.0
utica,mn,112,86.2,27.0,85.0
vadnais_heights,mn,279,87.8,1.0,48.0
vergas,mn,109,85.0,51.0,90.0
vermillion,mn,132,85.8,5.0,71.0
verndale,mn,72,86.1,100.0,89.0
vernon_center,mn,231,87.7,20.0,88.0
vesta,mn,58,86.5,20.0,91.0
victoria,mn,165,84.4,10.0,72.0
viking,mn,11,86.7,47.0,93.0
villard,mn,100,87.1,33.0,90.0
vineland,mn,136,86.8,59.0,88.0
vining,mn,109,85.0,51.0,91.0
virginia,mn,329,87.6,66.0,77.0
wabasha,mn,127,83.8,25.0,79.0
wabasso,mn,58,86.5,20.0,90.0
waconia,mn,165,84.4,10.0,75.0
wadena,mn,72,86.1,100.0,83.0
wahkon,mn,136,86.8,59.0,84.0
waite_park,mn,273,87.0,44.0,62.0
waldorf,mn,53,86.0,20.0,87.0
walker,mn,59,86.5,82.0,90.0
walnut_grove,mn,58,86.5,20.0,91.0
walters,mn,29,89.3,33.0,89.0
waltham,mn,115,84.8,60.0,86.0
wanamingo,mn,164,85.5,13.0,82.0
wanda,mn,58,86.5,20.0,90.0
warba,mn,141,86.3,67.0,90.0
warren,mn,11,86.7,47.0,92.0
warroad,mn,70,86.7,30.0,88.0
warsaw,mn,154,86.8,13.0,81.0
waseca,mn,53,86.0,20.0,70.0
watertown,mn,165,84.4,10.0,78.0
waterville,mn,29,86.6,15.0,83.0
watkins,mn,74,86.3,30.0,86.0
watson,mn,83,85.8,47.0,91.0
waubun,mn,55,86.3,58.0,91.0
waverly,mn,66,88.2,33.0,79.0
wayzata,mn,339,87.4,27.0,55.0
welcome,mn,190,87.4,20.0,89.0
wells,mn,29,89.3,33.0,87.0
wendell,mn,17,86.5,30.0,91.0
west_concord,mn,44,84.8,30.0,85.0
west_roy_lake,mn,55,86.3,58.0,93.0
west_st._paul,mn,132,85.8,5.0,40.0
west_union,mn,83,86.7,68.0,90.0
westbrook,mn,69,87.2,20.0,92.0
westport,mn,100,87.1,33.0,90.0
whalan,mn,43,86.3,40.0,87.0
wheaton,mn,29,86.4,33.0,92.0
whipholt,mn,59,86.5,82.0,90.0
white_bear_lake,mn,279,87.8,1.0,47.0
white_earth,mn,138,84.7,60.0,91.0
wilder,mn,30,86.9,27.0,90.0
willernie,mn,218,85.2,20.0,59.0
williams,mn,51,86.9,40.0,93.0
willmar,mn,226,87.5,30.0,71.0
willow_river,mn,34,86.8,68.0,87.0
wilmont,mn,119,86.9,60.0,91.0
wilton,mn,164,82.7,60.0,87.0
windom,mn,69,87.2,20.0,89.0
winger,mn,67,85.5,54.0,92.0
winnebago,mn,29,89.3,33.0,89.0
winona,mn,112,86.2,27.0,66.0
winsted,mn,139,87.1,13.0,83.0
winthrop,mn,34,86.6,13.0,87.0
winton,mn,329,87.6,66.0,91.0
wolf_lake,mn,138,84.7,60.0,91.0
wolverton,mn,31,84.4,40.0,90.0
wood_lake,mn,101,88.0,30.0,91.0
woodbury,mn,218,85.2,20.0,57.0
woodland,mn,339,87.4,27.0,61.0
woodstock,mn,65,85.2,40.0,91.0
worthington,mn,119,86.9,60.0,83.0
wrenshall,mn,96,88.6,60.0,74.0
wright,mn,96,88.6,60.0,87.0
wykoff,mn,43,86.3,40.0,85.0
wyoming,mn,76,86.5,60.0,67.0
zemple,mn,141,86.3,67.0,88.0
zimmerman,mn,62,86.6,60.0,71.0
zumbro_falls,mn,127,83.8,25.0,82.0
zumbrota,mn,164,85.5,13.0,82.0
abbeville,ms,186,100.3,47.0,66.0
aberdeen,ms,95,99.1,44.0,47.0
ackerman,ms,24,100.4,30.0,56.0
alcorn_state_university,ms,33,101.2,35.0,64.0
algoma,ms,26,102.4,44.0,63.0
alligator,ms,123,98.3,61.0,67.0
amory,ms,95,99.1,44.0,45.0
anguilla,ms,65,97.6,33.0,65.0
arcola,ms,158,102.7,50.0,65.0
arnold_line,ms,424,108.2,40.0,44.0
artesia,ms,171,101.0,53.0,57.0
ashland,ms,24,102.0,32.0,65.0
bassfield,ms,26,98.8,30.0,60.0
batesville,ms,56,98.8,40.0,57.0
bay_springs,ms,24,102.0,55.0,55.0
bay_st._louis,ms,91,104.9,40.0,69.0
beaumont,ms,16,108.7,60.0,58.0
beauregard,ms,52,106.0,27.0,61.0
beechwood,ms,137,107.0,50.0,57.0
belmont,ms,41,99.0,60.0,64.0
belzoni,ms,58,99.6,40.0,58.0
benoit,ms,123,98.3,61.0,65.0
bentonia,ms,37,100.7,24.0,63.0
beulah,ms,123,98.3,61.0,68.0
big_creek,ms,27,100.5,40.0,64.0
big_point,ms,181,108.7,50.0,64.0
biloxi,ms,209,108.6,60.0,65.0
blue_mountain,ms,41,103.3,40.0,64.0
blue_springs,ms,81,99.2,60.0,63.0
bogue_chitto_(neshoba_cnty),ms,58,100.3,60.0,58.0
bolton,ms,333,105.6,20.0,57.0
booneville,ms,90,97.6,60.0,54.0
boyle,ms,123,98.3,61.0,63.0
brandon,ms,203,103.9,40.0,49.0
braxton,ms,59,104.2,20.0,60.0
bridgetown,ms,63,98.7,73.0,61.0
brookhaven,ms,113,99.2,24.0,47.0
brooksville,ms,45,103.0,80.0,58.0
bruce,ms,27,100.5,40.0,28.0
buckatunna,ms,54,97.9,67.0,60.0
bude,ms,65,104.0,13.0,62.0
burnsville,ms,41,99.0,60.0,63.0
byhalia,ms,17,97.1,45.0,63.0
byram,ms,333,105.6,20.0,52.0
caledonia,ms,171,101.0,53.0,59.0
calhoun_city,ms,27,100.5,40.0,60.0
canton,ms,342,106.3,20.0,48.0
carrollton,ms,29,99.6,47.0,63.0
carthage,ms,40,98.4,27.0,60.0
cary,ms,65,97.6,33.0,65.0
centreville,ms,55,99.7,32.0,62.0
charleston,ms,27,102.3,30.0,57.0
chunky,ms,41,103.0,48.0,53.0
clara,ms,54,97.9,67.0,59.0
clarksdale,ms,154,95.0,40.0,57.0
cleary,ms,203,103.9,40.0,56.0
cleveland,ms,123,98.3,61.0,56.0
clinton,ms,333,105.6,20.0,48.0
cloverdale,ms,182,101.9,47.0,64.0
coahoma,ms,154,95.0,40.0,67.0
coffeeville,ms,48,97.5,33.0,64.0
coldwater,ms,32,95.5,60.0,64.0
collins,ms,36,99.6,1.0,53.0
collinsville,ms,308,104.3,86.0,52.0
columbia,ms,67,98.1,33.0,54.0
columbus,ms,171,101.0,53.0,47.0
columbus_afb,ms,171,101.0,53.0,54.0
como,ms,56,98.8,40.0,65.0
conehatta,ms,41,103.0,48.0,57.0
corinth,ms,163,95.6,33.0,57.0
courtland,ms,56,98.8,40.0,64.0
crawford,ms,171,101.0,53.0,59.0
crenshaw,ms,56,98.8,40.0,65.0
crowder,ms,67,97.6,40.0,66.0
cruger,ms,65,99.8,27.0,65.0
crystal_springs,ms,52,106.0,27.0,55.0
darling,ms,67,97.6,40.0,66.0
de_kalb,ms,10,103.6,60.0,56.0
decatur,ms,41,103.0,48.0,57.0
delisle,ms,209,108.6,60.0,73.0
derma,ms,27,100.5,40.0,60.0
diamondhead,ms,91,104.9,40.0,72.0
d'iberville,ms,209,108.6,60.0,61.0
d'lo,ms,59,104.2,20.0,58.0
doddsville,ms,41,101.7,40.0,65.0
drew,ms,41,101.7,40.0,66.0
duck_hill,ms,99,103.0,40.0,62.0
dumas,ms,41,103.3,40.0,64.0
duncan,ms,123,98.3,61.0,67.0
durant,ms,65,99.8,27.0,58.0
ecru,ms,26,102.4,44.0,62.0
eden,ms,37,100.7,24.0,63.0
edwards,ms,333,105.6,20.0,61.0
elliott,ms,134,104.6,40.0,61.0
ellisville,ms,133,106.6,30.0,52.0
enterprise,ms,38,103.9,79.0,49.0
escatawpa,ms,181,108.7,50.0,60.0
ethel,ms,68,99.2,20.0,62.0
eupora,ms,40,99.2,33.0,54.0
falcon,ms,67,97.6,40.0,66.0
falkner,ms,41,103.3,40.0,64.0
farmington,ms,163,95.6,33.0,60.0
farrell,ms,154,95.0,40.0,66.0
fayette,ms,67,99.6,40.0,58.0
flora,ms,342,106.3,20.0,60.0
florence,ms,203,103.9,40.0,56.0
flowood,ms,203,103.9,40.0,50.0
forest,ms,25,99.1,20.0,47.0
foxworth,ms,67,98.1,33.0,63.0
french_camp,ms,24,100.4,30.0,60.0
friars_point,ms,154,95.0,40.0,67.0
fulton,ms,34,102.4,60.0,57.0
gattman,ms,95,99.1,44.0,59.0
gautier,ms,181,108.7,50.0,69.0
georgetown,ms,52,106.0,27.0,60.0
glen,ms,163,95.6,33.0,62.0
glendale,ms,196,107.4,40.0,55.0
glendora,ms,27,102.3,30.0,66.0
gloster,ms,32,100.4,24.0,63.0
golden,ms,41,99.0,60.0,64.0
goodman,ms,65,99.8,27.0,61.0
greenville,ms,158,102.7,50.0,54.0
greenwood,ms,181,104.2,40.0,56.0
grenada,ms,134,104.6,40.0,53.0
gulf_hills,ms,181,108.7,50.0,68.0
gulf_park_estates,ms,181,108.7,50.0,73.0
gulfport,ms,209,108.6,60.0,62.0
gunnison,ms,123,98.3,61.0,67.0
guntown,ms,332,102.8,80.0,60.0
hamilton,ms,95,99.1,44.0,57.0
hatley,ms,95,99.1,44.0,59.0
hattiesburg,ms,196,107.4,40.0,44.0
hazlehurst,ms,52,106.0,27.0,49.0
heidelberg,ms,24,102.0,55.0,49.0
helena,ms,181,108.7,50.0,60.0
henderson_point,ms,209,108.6,60.0,75.0
hernando,ms,63,98.7,73.0,60.0
hickory,ms,41,103.0,48.0,53.0
hickory_flat,ms,24,102.0,32.0,63.0
hide-a-way_lake,ms,45,106.2,47.0,61.0
hillsboro,ms,25,99.1,20.0,59.0
holcomb,ms,134,104.6,40.0,63.0
hollandale,ms,158,102.7,50.0,64.0
holly_springs,ms,17,97.1,45.0,57.0
horn_lake,ms,63,98.7,73.0,48.0
houston,ms,75,99.1,60.0,60.0
hurley,ms,181,108.7,50.0,64.0
indianola,ms,41,101.7,40.0,59.0
inverness,ms,41,101.7,40.0,64.0
isola,ms,58,99.6,40.0,64.0
itta_bena,ms,181,104.2,40.0,66.0
iuka,ms,41,99.0,60.0,60.0
jackson,ms,333,105.6,20.0,42.0
jonestown,ms,154,95.0,40.0,67.0
jumpertown,ms,90,97.6,60.0,63.0
kearney_park,ms,342,106.3,20.0,60.0
kilmichael,ms,99,103.0,40.0,61.0
kiln,ms,91,104.9,40.0,64.0
kosciusko,ms,68,99.2,20.0,55.0
kossuth,ms,163,95.6,33.0,64.0
lambert,ms,67,97.6,40.0,68.0
latimer,ms,181,108.7,50.0,67.0
lauderdale,ms,308,104.3,86.0,50.0
laurel,ms,133,106.6,30.0,43.0
leakesville,ms,7,107.3,60.0,60.0
learned,ms,333,105.6,20.0,62.0
leland,ms,158,102.7,50.0,60.0
lena,ms,40,98.4,27.0,62.0
lexington,ms,65,99.8,27.0,64.0
liberty,ms,32,100.4,24.0,63.0
long_beach,ms,209,108.6,60.0,71.0
louin,ms,24,102.0,55.0,55.0
louise,ms,58,99.6,40.0,66.0
louisville,ms,38,97.6,40.0,49.0
lucedale,ms,56,106.3,60.0,58.0
lula,ms,154,95.0,40.0,67.0
lumberton,ms,424,108.2,40.0,61.0
lyman,ms,209,108.6,60.0,65.0
lynchburg,ms,63,98.7,73.0,58.0
lyon,ms,154,95.0,40.0,66.0
maben,ms,102,98.7,33.0,59.0
macon,ms,45,103.0,80.0,48.0
madison,ms,342,106.3,20.0,51.0
magee,ms,59,104.2,20.0,54.0
magnolia,ms,170,96.5,40.0,61.0
mantachie,ms,34,102.4,60.0,61.0
mantee,ms,40,99.2,33.0,60.0
marietta,ms,90,97.6,60.0,62.0
marion,ms,308,104.3,86.0,50.0
marks,ms,67,97.6,40.0,60.0
mathiston,ms,40,99.2,33.0,60.0
mayersville,ms,0,99.6,40.0,66.0
mccomb,ms,170,96.5,40.0,52.0
mccool,ms,68,99.2,20.0,62.0
mclain,ms,7,107.3,60.0,60.0
meadville,ms,65,104.0,13.0,62.0
mendenhall,ms,59,104.2,20.0,58.0
meridian,ms,308,104.3,86.0,26.0
meridian_station,ms,308,104.3,86.0,50.0
merigold,ms,123,98.3,61.0,66.0
metcalfe,ms,158,102.7,50.0,62.0
mississippi_state,ms,102,98.7,33.0,53.0
mississippi_valley_state_university,ms,181,104.2,40.0,66.0
mize,ms,31,99.8,20.0,60.0
monticello,ms,56,100.5,20.0,54.0
montrose,ms,24,102.0,55.0,55.0
mooreville,ms,332,102.8,80.0,58.0
moorhead,ms,41,101.7,40.0,65.0
morgan_city,ms,181,104.2,40.0,66.0
morgantown,ms,182,101.9,47.0,62.0
morton,ms,25,99.1,20.0,52.0
moss_point,ms,181,108.7,50.0,57.0
mound_bayou,ms,123,98.3,61.0,66.0
mount_olive,ms,36,99.6,1.0,59.0
myrtle,ms,81,99.2,60.0,63.0
natchez,ms,182,101.9,47.0,57.0
nellieburg,ms,308,104.3,86.0,52.0
nettleton,ms,95,99.1,44.0,59.0
new_albany,ms,81,99.2,60.0,56.0
new_augusta,ms,16,108.7,60.0,58.0
new_hamilton,ms,95,99.1,44.0,57.0
new_hebron,ms,56,100.5,20.0,55.0
new_hope,ms,171,101.0,53.0,55.0
new_houlka,ms,75,99.1,60.0,63.0
newton,ms,41,103.0,48.0,40.0
nicholson,ms,45,106.2,47.0,57.0
north_carrollton,ms,29,99.6,47.0,63.0
north_tunica,ms,19,97.0,81.0,66.0
noxapater,ms,38,97.6,40.0,59.0
oakland,ms,48,97.5,33.0,64.0
ocean_springs,ms,181,108.7,50.0,65.0
okolona,ms,75,99.1,60.0,60.0
olive_branch,ms,63,98.7,73.0,52.0
osyka,ms,170,96.5,40.0,63.0
oxford,ms,186,100.3,47.0,57.0
pace,ms,123,98.3,61.0,68.0
pachuta,ms,38,103.9,79.0,55.0
paden,ms,41,99.0,60.0,64.0
pascagoula,ms,181,108.7,50.0,59.0
pass_christian,ms,209,108.6,60.0,74.0
pearl,ms,203,103.9,40.0,44.0
pearl_river,ms,58,100.3,60.0,61.0
pearlington,ms,91,104.9,40.0,65.0
pelahatchie,ms,203,103.9,40.0,57.0
petal,ms,196,107.4,40.0,55.0
philadelphia,ms,58,100.3,60.0,41.0
picayune,ms,45,106.2,47.0,57.0
pickens,ms,65,99.8,27.0,61.0
pittsboro,ms,27,100.5,40.0,64.0
plantersville,ms,332,102.8,80.0,59.0
polkville,ms,31,99.8,20.0,59.0
pontotoc,ms,26,102.4,44.0,58.0
pope,ms,56,98.8,40.0,64.0
poplarville,ms,45,106.2,47.0,61.0
port_gibson,ms,33,101.2,35.0,53.0
potts_camp,ms,17,97.1,45.0,64.0
prentiss,ms,26,98.8,30.0,57.0
puckett,ms,203,103.9,40.0,60.0
purvis,ms,424,108.2,40.0,60.0
quitman,ms,38,103.9,79.0,51.0
raleigh,ms,31,99.8,20.0,59.0
rawls_springs,ms,196,107.4,40.0,55.0
raymond,ms,333,105.6,20.0,60.0
redwater,ms,40,98.4,27.0,60.0
renova,ms,123,98.3,61.0,63.0
richland,ms,203,103.9,40.0,55.0
richton,ms,16,108.7,60.0,59.0
ridgeland,ms,342,106.3,20.0,47.0
rienzi,ms,163,95.6,33.0,63.0
ripley,ms,41,103.3,40.0,58.0
robinhood,ms,203,103.9,40.0,57.0
rolling_fork,ms,65,97.6,33.0,56.0
rosedale,ms,123,98.3,61.0,68.0
roxie,ms,65,104.0,13.0,63.0
ruleville,ms,41,101.7,40.0,65.0
sallis,ms,68,99.2,20.0,62.0
saltillo,ms,332,102.8,80.0,59.0
sandersville,ms,133,106.6,30.0,50.0
sardis,ms,56,98.8,40.0,59.0
satartia,ms,?,?,?,?
saucier,ms,209,108.6,60.0,64.0
schlater,ms,181,104.2,40.0,66.0
scooba,ms,10,103.6,60.0,56.0
sebastopol,ms,25,99.1,20.0,59.0
seminary,ms,36,99.6,1.0,57.0
senatobia,ms,32,95.5,60.0,54.0
shannon,ms,332,102.8,80.0,59.0
sharon,ms,133,106.6,30.0,50.0
shaw,ms,123,98.3,61.0,65.0
shelby,ms,123,98.3,61.0,67.0
sherman,ms,26,102.4,44.0,63.0
shubuta,ms,38,103.9,79.0,55.0
shuqualak,ms,45,103.0,80.0,57.0
sidon,ms,181,104.2,40.0,65.0
silver_city,ms,58,99.6,40.0,66.0
silver_creek,ms,56,100.5,20.0,55.0
slate_springs,ms,27,100.5,40.0,64.0
sledge,ms,67,97.6,40.0,66.0
smithville,ms,95,99.1,44.0,59.0
snow_lake_shores,ms,24,102.0,32.0,65.0
soso,ms,133,106.6,30.0,56.0
southaven,ms,63,98.7,73.0,49.0
st._martin,ms,181,108.7,50.0,67.0
standing_pine,ms,40,98.4,27.0,61.0
starkville,ms,102,98.7,33.0,51.0
stonewall,ms,38,103.9,79.0,49.0
sturgis,ms,102,98.7,33.0,58.0
summit,ms,170,96.5,40.0,58.0
sumner,ms,27,102.3,30.0,67.0
sumrall,ms,424,108.2,40.0,59.0
sunflower,ms,41,101.7,40.0,65.0
sylvarena,ms,31,99.8,20.0,58.0
taylor,ms,186,100.3,47.0,63.0
taylorsville,ms,31,99.8,20.0,57.0
tchula,ms,65,99.8,27.0,65.0
terry,ms,333,105.6,20.0,57.0
thaxton,ms,26,102.4,44.0,63.0
tishomingo,ms,41,99.0,60.0,64.0
toccopola,ms,26,102.4,44.0,63.0
toomsuba,ms,308,104.3,86.0,50.0
tremont,ms,34,102.4,60.0,61.0
tucker,ms,58,100.3,60.0,59.0
tunica,ms,19,97.0,81.0,66.0
tunica_resorts,ms,19,97.0,81.0,66.0
tupelo,ms,332,102.8,80.0,50.0
tutwiler,ms,27,102.3,30.0,67.0
tylertown,ms,68,100.4,20.0,57.0
union,ms,41,103.0,48.0,59.0
university,ms,186,100.3,47.0,51.0
utica,ms,333,105.6,20.0,62.0
vaiden,ms,29,99.6,47.0,63.0
vancleave,ms,181,108.7,50.0,65.0
vardaman,ms,27,100.5,40.0,64.0
verona,ms,332,102.8,80.0,55.0
vicksburg,ms,137,107.0,50.0,54.0
wade,ms,181,108.7,50.0,63.0
walls,ms,63,98.7,73.0,60.0
walnut,ms,41,103.3,40.0,65.0
walnut_grove,ms,40,98.4,27.0,61.0
walthall,ms,40,99.2,33.0,61.0
water_valley,ms,48,97.5,33.0,62.0
waveland,ms,91,104.9,40.0,74.0
waynesboro,ms,54,97.9,67.0,52.0
webb,ms,27,102.3,30.0,67.0
weir,ms,24,100.4,30.0,60.0
wesson,ms,52,106.0,27.0,61.0
west,ms,65,99.8,27.0,58.0
west_hattiesburg,ms,424,108.2,40.0,48.0
west_point,ms,100,97.6,47.0,48.0
white_oak,ms,19,97.0,81.0,66.0
wiggins,ms,55,111.5,60.0,56.0
winona,ms,99,103.0,40.0,55.0
winstonville,ms,123,98.3,61.0,66.0
woodland,ms,75,99.1,60.0,61.0
woodville,ms,55,99.7,32.0,64.0
yazoo_city,ms,37,100.7,24.0,57.0
adrian,mo,37,110.0,50.0,73.0
advance,mo,74,112.4,100.0,71.0
affton,mo,396,96.6,60.0,45.0
agency,mo,222,110.4,73.0,74.0
airport_drive,mo,285,102.6,60.0,62.0
alba,mo,285,102.6,60.0,68.0
albany,mo,75,111.5,100.0,82.0
aldrich,mo,125,100.6,73.0,68.0
alexandria,mo,59,116.2,88.0,81.0
allendale,mo,0,111.9,100.0,83.0
allenville,mo,384,111.2,73.0,70.0
alma,mo,49,110.9,30.0,72.0
altamont,mo,36,111.9,100.0,80.0
altenburg,mo,63,120.2,60.0,73.0
alton,mo,27,109.9,100.0,66.0
amazonia,mo,12,111.9,67.0,79.0
amity,mo,24,111.9,100.0,79.0
amoret,mo,37,110.0,50.0,73.0
amsterdam,mo,37,110.0,50.0,73.0
anderson,mo,13,102.8,70.0,63.0
annada,mo,44,117.1,40.0,75.0
annapolis,mo,69,113.3,100.0,70.0
anniston,mo,29,113.0,40.0,74.0
appleton_city,mo,85,111.0,60.0,72.0
arbela,mo,124,120.6,87.0,82.0
arbyrd,mo,110,117.0,100.0,70.0
arcadia,mo,69,113.3,100.0,72.0
archie,mo,43,98.3,40.0,73.0
arcola,mo,66,102.2,60.0,71.0
argyle,mo,15,108.4,94.0,71.0
arkoe,mo,136,110.8,68.0,81.0
armstrong,mo,49,108.4,55.0,76.0
arnold,mo,50,101.3,73.0,40.0
arrow_point,mo,73,104.3,91.0,65.0
arrow_rock,mo,90,113.2,55.0,74.0
asbury,mo,285,102.6,60.0,68.0
ash_grove,mo,304,102.7,86.0,67.0
ashland,mo,430,100.2,60.0,69.0
ashley,mo,44,117.1,40.0,77.0
atlanta,mo,59,116.9,44.0,80.0
augusta,mo,98,96.5,40.0,66.0
aullville,mo,49,110.9,30.0,72.0
aurora,mo,105,105.2,71.0,59.0
auxvasse,mo,76,108.7,60.0,71.0
ava,mo,60,102.2,100.0,63.0
avilla,mo,285,102.6,60.0,70.0
avondale,mo,158,103.0,53.0,43.0
bagnell,mo,36,108.4,92.0,69.0
bakersfield,mo,21,102.2,100.0,64.0
baldwin_park,mo,43,98.3,40.0,68.0
ballwin,mo,396,96.6,60.0,44.0
baring,mo,77,116.9,55.0,81.0
barnard,mo,136,110.8,68.0,82.0
barnett,mo,35,108.4,85.0,72.0
barnhart,mo,50,101.3,73.0,52.0
bates_city,mo,49,110.9,30.0,69.0
battlefield,mo,304,102.7,86.0,58.0
bell_city,mo,74,112.4,100.0,71.0
bella_villa,mo,396,96.6,60.0,42.0
belle,mo,22,109.2,90.0,71.0
bellefontaine_neighbors,mo,396,96.6,60.0,40.0
bellflower,mo,34,108.9,79.0,74.0
bel-nor,mo,396,96.6,60.0,44.0
bel-ridge,mo,396,96.6,60.0,34.0
belton,mo,43,98.3,40.0,58.0
bennett_springs,mo,?,?,?,?
benton,mo,126,111.4,60.0,72.0
benton_city,mo,138,106.0,59.0,76.0
berger,mo,122,94.1,86.0,71.0
berkeley,mo,396,96.6,60.0,36.0
bernie,mo,74,112.4,100.0,72.0
bertrand,mo,29,113.0,40.0,74.0
bethany,mo,58,114.3,100.0,75.0
bethel,mo,33,116.7,35.0,80.0
beverly_hills,mo,396,96.6,60.0,42.0
bevier,mo,59,116.9,44.0,79.0
big_lake,mo,45,112.8,40.0,79.0
big_spring,mo,34,108.9,79.0,73.0
bigelow,mo,45,112.8,40.0,79.0
billings,mo,109,102.7,81.0,66.0
birch_tree,mo,36,109.9,100.0,64.0
birmingham,mo,158,103.0,53.0,59.0
bismarck,mo,140,103.4,69.0,73.0
black_jack,mo,396,96.6,60.0,43.0
blackburn,mo,90,113.2,55.0,75.0
blackwater,mo,57,106.0,74.0,73.0
blairstown,mo,138,107.8,57.0,73.0
bland,mo,88,113.0,87.0,71.0
blodgett,mo,126,111.4,60.0,72.0
bloomfield,mo,74,112.4,100.0,66.0
bloomsdale,mo,61,102.7,69.0,70.0
blue_eye,mo,55,102.2,90.0,65.0
blue_springs,mo,205,100.2,20.0,59.0
blythedale,mo,58,114.3,100.0,82.0
bogard,mo,56,111.0,53.0,78.0
bolckow,mo,12,111.9,67.0,80.0
bolivar,mo,125,100.6,73.0,68.0
bonne_terre,mo,140,103.4,69.0,67.0
boonville,mo,57,106.0,74.0,66.0
bosworth,mo,56,111.0,53.0,78.0
bourbon,mo,29,113.3,100.0,69.0
bowling_green,mo,44,117.1,40.0,75.0
bragg_city,mo,69,110.8,100.0,74.0
brandsville,mo,185,109.7,100.0,64.0
branson,mo,147,102.2,100.0,56.0
branson_west,mo,55,102.2,90.0,62.0
brashear,mo,311,122.9,60.0,80.0
braymer,mo,0,111.9,50.0,78.0
breckenridge,mo,0,111.9,50.0,78.0
breckenridge_hills,mo,396,96.6,60.0,41.0
brentwood,mo,396,96.6,60.0,36.0
brewer,mo,63,120.2,60.0,72.0
bridgeton,mo,396,96.6,60.0,38.0
brimson,mo,89,112.4,86.0,81.0
bronaugh,mo,101,110.0,52.0,72.0
brookfield,mo,98,117.0,60.0,73.0
brooklyn_heights,mo,285,102.6,60.0,63.0
browning,mo,98,117.0,60.0,81.0
brownington,mo,138,107.8,57.0,73.0
